Run_ID,Simulation_Seed,Day,Day_Of_Week,Is_Weekend,Plating_Bench_Capacity,Tech_Capacity,Arrivals_Urine,Arrivals_Wound,Arrivals_BCx,Stockout_Incidents,Arrivals_Urine_Lag1,Arrivals_Urine_7Day_Mean,Arrivals_Wound_Lag1,Arrivals_Wound_7Day_Mean,Arrivals_BCx_Lag1,Arrivals_BCx_7Day_Mean
18,60,8,1,0,5,3,152,64,21,237,170.0,166.28571428571428,52.0,51.857142857142854,21.0,30.571428571428573
18,60,9,2,0,5,3,152,44,45,241,152.0,162.57142857142858,64.0,51.57142857142857,21.0,31.0
18,60,10,3,0,5,3,159,41,23,223,152.0,158.0,44.0,49.857142857142854,45.0,29.857142857142858
18,60,11,4,0,5,3,158,47,34,239,159.0,157.85714285714286,41.0,50.142857142857146,23.0,29.571428571428573
18,60,12,5,1,5,3,163,49,58,270,158.0,158.57142857142858,47.0,50.0,34.0,33.42857142857143
18,60,13,6,1,5,3,145,45,40,230,163.0,157.0,49.0,48.857142857142854,58.0,34.57142857142857
19,61,0,0,0,4,3,172,46,22,240,,172.0,,46.0,,22.0
19,61,1,1,0,4,3,166,56,38,260,172.0,169.0,46.0,51.0,22.0,30.0
19,61,2,2,0,4,3,186,46,35,267,166.0,174.66666666666666,56.0,49.333333333333336,38.0,31.666666666666668
19,61,3,3,0,4,3,151,42,47,240,186.0,168.75,46.0,47.5,35.0,35.5
19,61,4,4,0,4,3,175,64,58,297,151.0,170.0,42.0,50.8,47.0,40.0
19,61,5,5,1,4,3,152,49,40,241,175.0,167.0,64.0,50.5,58.0,40.0
19,61,6,6,1,4,3,180,53,27,260,152.0,168.85714285714286,49.0,50.857142857142854,40.0,38.142857142857146
19,61,7,0,0,4,3,139,46,34,219,180.0,164.14285714285714,53.0,50.857142857142854,27.0,39.857142857142854
19,61,8,1,0,4,3,160,40,47,247,139.0,163.28571428571428,46.0,48.57142857142857,34.0,41.142857142857146
19,61,9,2,0,4,3,133,54,31,218,160.0,155.71428571428572,40.0,49.714285714285715,47.0,40.57142857142857
19,61,10,3,0,4,3,170,45,14,229,133.0,158.42857142857142,54.0,50.142857142857146,31.0,35.857142857142854
19,61,11,4,0,4,3,154,46,23,223,170.0,155.42857142857142,45.0,47.57142857142857,14.0,30.857142857142858
19,61,12,5,1,4,3,162,37,27,226,154.0,156.85714285714286,46.0,45.857142857142854,23.0,29.0
19,61,13,6,1,4,3,149,52,49,250,162.0,152.42857142857142,37.0,45.714285714285715,27.0,32.142857142857146
